count,question,answer
2558,What are the career batting statistics of Aisha Mohamed?,
2559,What are the career batting statistics of Aisha Mohamed?,
2560,What are the career batting statistics of Aisha Mohamed?,
2561,What are the career batting statistics of Aisha Mohamed?,
2562,What are the career batting statistics of Aisha Mohamed?,
2563,What are the career batting statistics of Aisha Mohamed?,
2564,What are the career batting statistics of Aisha Mohamed?,
2565,What are the career batting statistics of Aisha Mohamed?,
2566,What are the career batting statistics of Aisha Mohamed?,
2567,What are the career batting statistics of Aisha Mohamed?,
2568,What are the career batting statistics of Aisha Mohamed?,
2569,What are the career batting statistics of Aisha Mohamed?,
2570,What are the career batting statistics of Aisha Mohamed?,
2571,What are the career batting statistics of Aisha Mohamed?,
2572,What are the career batting statistics of Aisha Mohamed?,
2573,What are the career batting statistics of Aisha Mohamed?,
2574,What are the career batting statistics of Aisha Mohamed?,
2575,What are the career batting statistics of Aisha Mohamed?,
2576,What are the career batting statistics of Aisha Mohamed?,
2577,What are the career batting statistics of Aisha Mohamed?,
2578,What are the career batting statistics of Aisha Mohamed?,
2579,What are the career batting statistics of Aisha Mohamed?,
2580,What are the career batting statistics of Aisha Mohamed?,
2581,What are the career batting statistics of Aisha Mohamed?,
2582,What are the career batting statistics of Aisha Mohamed?,
2583,What are the career batting statistics of Aisha Mohamed?,
2584,What are the career batting statistics of Aisha Mohamed?,
2585,What are the career batting statistics of Aisha Mohamed?,
2586,What are the career batting statistics of Aisha Mohamed?,
2587,What are the career batting statistics of Aisha Mohamed?,
2588,What are the career batting statistics of Aisha Mohamed?,
2589,What are the career batting statistics of Aisha Mohamed?,
2590,What are the career batting statistics of Aisha Mohamed?,
2591,What are the career batting statistics of Aisha Mohamed?,
2592,What are the career batting statistics of Aisha Mohamed?,
2593,What are the career batting statistics of Aisha Mohamed?,
2594,What are the career batting statistics of Aisha Mohamed?,
2595,What are the career batting statistics of Aisha Mohamed?,
2596,What are the career batting statistics of Aisha Mohamed?,
2597,What are the career batting statistics of Aisha Mohamed?,
2598,What are the career batting statistics of Aisha Mohamed?,
2599,What are the career batting statistics of Aisha Mohamed?,
2600,What are the career batting statistics of Aisha Mohamed?,
2601,What are the career batting statistics of Aisha Mohamed?,
2602,What are the career batting statistics of Aisha Mohamed?,
2603,What are the career batting statistics of Aisha Mohamed?,
2604,What are the career batting statistics of Aisha Mohamed?,
2605,What are the career batting statistics of Aisha Mohamed?,
2606,What are the career batting statistics of Aisha Mohamed?,
2607,What are the career batting statistics of Aisha Mohamed?,
2608,What are the career batting statistics of Aisha Mohamed?,
2609,What are the career batting statistics of Aisha Mohamed?,
2610,What are the career batting statistics of Aisha Mohamed?,
2611,What are the career batting statistics of Aisha Mohamed?,
2612,What are the career batting statistics of Aisha Mohamed?,
2613,What are the career batting statistics of Aisha Mohamed?,
2614,What are the career batting statistics of Aisha Mohamed?,
2615,What are the career batting statistics of Aisha Mohamed?,
2616,What are the career batting statistics of Aisha Mohamed?,
2617,What are the career batting statistics of Aisha Mohamed?,
2618,What are the career batting statistics of Aisha Mohamed?,
2619,What are the career batting statistics of Aisha Mohamed?,
2620,What are the career batting statistics of Aisha Mohamed?,
2621,What are the career batting statistics of Aisha Mohamed?,
2622,What are the career batting statistics of Aisha Mohamed?,
2623,What are the career batting statistics of Aisha Mohamed?,
2624,What are the career batting statistics of Aisha Mohamed?,
2625,What are the career batting statistics of Aisha Mohamed?,
2626,What are the career batting statistics of Aisha Mohamed?,
2627,What are the career batting statistics of Aisha Mohamed?,
2628,What are the career batting statistics of Aisha Mohamed?,
2629,What are the career batting statistics of Aisha Mohamed?,
2630,What are the career batting statistics of Aisha Mohamed?,
2631,What are the career batting statistics of Aisha Mohamed?,
2632,What are the career batting statistics of Aisha Mohamed?,
2633,What are the career batting statistics of Aisha Mohamed?,
2634,What are the career batting statistics of Aisha Mohamed?,
2635,What are the career batting statistics of Aisha Mohamed?,
2636,What are the career batting statistics of Aisha Mohamed?,
2637,What are the career batting statistics of Aisha Mohamed?,
2638,What are the career batting statistics of Aisha Mohamed?,
2639,What are the career batting statistics of Aisha Mohamed?,
2640,What are the career batting statistics of Aisha Mohamed?,
2641,What are the career batting statistics of Aisha Mohamed?,
2642,What are the career batting statistics of Aisha Mohamed?,
2643,What are the career batting statistics of Aisha Mohamed?,
2644,What are the career batting statistics of Aisha Mohamed?,
2645,What are the career batting statistics of Aisha Mohamed?,
2646,What are the career batting statistics of Aisha Mohamed?,
2647,What are the career batting statistics of Aisha Mohamed?,
2648,What are the career batting statistics of Aisha Mohamed?,
2649,What are the career batting statistics of Aisha Mohamed?,
2650,What are the career batting statistics of Aisha Mohamed?,
2651,What are the career batting statistics of Aisha Mohamed?,
2652,What are the career batting statistics of Aisha Mohamed?,
2653,What are the career batting statistics of Aisha Mohamed?,
2654,What are the career batting statistics of Aisha Mohamed?,
2655,What are the career batting statistics of Aisha Mohamed?,
2656,What are the career batting statistics of Aisha Mohamed?,
2657,What are the career batting statistics of Aisha Mohamed?,
2658,What are the career batting statistics of Aisha Mohamed?,
2659,What are the career batting statistics of Aisha Mohamed?,
2660,What are the career batting statistics of Aisha Mohamed?,
2661,What are the career batting statistics of Aisha Mohamed?,
2662,What are the career batting statistics of Aisha Mohamed?,
2663,What are the career batting statistics of Aisha Mohamed?,
2664,What are the career batting statistics of Aisha Mohamed?,
2665,What are the career batting statistics of Aisha Mohamed?,
2666,What are the career batting statistics of Aisha Mohamed?,
2667,What are the career batting statistics of Aisha Mohamed?,
2668,What are the career batting statistics of Aisha Mohamed?,
2669,What are the career batting statistics of Aisha Mohamed?,
2670,What are the career batting statistics of Aisha Mohamed?,
2671,What are the career batting statistics of Aisha Mohamed?,
2672,What are the career batting statistics of Aisha Mohamed?,
2673,What are the career batting statistics of Aisha Mohamed?,
2674,What are the career batting statistics of Aisha Mohamed?,
2675,What are the career batting statistics of Aisha Mohamed?,
2676,What are the career batting statistics of Aisha Mohamed?,
2677,What are the career batting statistics of Aisha Mohamed?,
2678,What are the career batting statistics of Aisha Mohamed?,
2679,What are the career batting statistics of Aisha Mohamed?,
2680,What are the career batting statistics of Aisha Mohamed?,
2681,What are the career batting statistics of Aisha Mohamed?,
2682,What are the career batting statistics of Aisha Mohamed?,
2683,What are the career batting statistics of Aisha Mohamed?,
2684,What are the career batting statistics of Aisha Mohamed?,
2685,What are the career batting statistics of Aisha Mohamed?,
2686,What are the career batting statistics of Aisha Mohamed?,
2687,What are the career batting statistics of Aisha Mohamed?,
2688,What are the career batting statistics of Aisha Mohamed?,
2689,What are the career batting statistics of Aisha Mohamed?,
2690,What are the career batting statistics of Aisha Mohamed?,
2691,What are the career batting statistics of Aisha Mohamed?,
2692,What are the career batting statistics of Aisha Mohamed?,
2693,What are the career batting statistics of Aisha Mohamed?,
2694,What are the career batting statistics of Aisha Mohamed?,
2695,What are the career batting statistics of Aisha Mohamed?,
2696,What are the career batting statistics of Aisha Mohamed?,
2697,What are the career batting statistics of Aisha Mohamed?,
2698,What are the career batting statistics of Aisha Mohamed?,
2699,What are the career batting statistics of Aisha Mohamed?,
2700,What are the career batting statistics of Aisha Mohamed?,
2701,What are the career batting statistics of Aisha Mohamed?,
2702,What are the career batting statistics of Aisha Mohamed?,
2703,What are the career batting statistics of Aisha Mohamed?,
2704,What are the career batting statistics of Aisha Mohamed?,
2705,What are the career batting statistics of Aisha Mohamed?,
2706,What are the career batting statistics of Aisha Mohamed?,
2707,What are the career batting statistics of Aisha Mohamed?,
2708,What are the career batting statistics of Aisha Mohamed?,
2709,What are the career batting statistics of Aisha Mohamed?,
2710,What are the career batting statistics of Aisha Mohamed?,
2711,What are the career batting statistics of Aisha Mohamed?,
2712,What are the career batting statistics of Aisha Mohamed?,
2713,What are the career batting statistics of Aisha Mohamed?,
